Register Number,Exam,Course Code,Course Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,CO1,CO2,CO3,CO4,CO5,CO6,CO_Avg,Category
FKAYSPH017,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,3.0,3.0,3.0,3.0,1.5,3.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,6.0,3.0,6.0,6.0,2.0,10.0,0.0,5.25,3.0,2.5,4.0,4.0,4.67,3.9,Average
FKAYSPH018,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,10.0,0.0,5.5,3.0,4.0,2.0,4.0,6.0,4.08,Excellent
FKAYSPH019,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,3.0,0.0,1.5,3.0,3.0,1.0,3.0,0.0,3.0,1.5,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,10.0,0.0,4.75,2.62,1.33,3.0,3.5,4.0,3.2,Average
FKAYSPH020,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,0.0,1.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,1.5,1.0,2.0,2.0,0.0,0.0,3.0,0.0,10.0,0.0,3.25,0.5,0.83,0.0,1.0,0.83,1.07,At-risk
FKAYSPH001,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,2.0,1.5,2.0,2.0,3.0,1.0,2.5,3.0,1.0,5.5,6.0,5.0,0.0,6.0,4.5,5.0,10.0,0.0,5.25,2.12,1.33,3.33,3.33,3.83,3.2,Average
FKAYSPH021,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.75,0.0,0.0,0.0,0.0,0.62,At-risk
FKAYSPH022,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,3.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,3.5,1.0,1.5,6.0,0.0,4.5,2.25,2.33,1.5,0.33,0.5,1.9,At-risk
FKAYSPH023,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.5,6.0,6.0,3.0,2.0,2.0,6.0,4.5,3.5,10.0,7.0,4.5,3.75,2.67,4.0,3.0,5.17,3.85,Average
FKAYSPH024,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,1.5,3.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,6.0,1.0,6.0,6.0,0.0,5.0,6.0,3.0,5.5,9.0,4.0,5.0,2.0,2.67,4.0,3.33,3.5,Average
FKAYSPH025,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.5,6.0,0.0,3.0,6.0,0.0,6.0,4.5,5.0,0.0,10.0,1.5,5.5,2.0,4.0,3.0,3.67,3.28,Average
FKAYSPH026,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.5,0.0,0.67,0.0,0.0,2.33,0.92,At-risk
FKAYSPH027,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,1.0,0.0,1.0,0.5,0.0,0.0,3.0,0.5,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,2.5,1.12,0.0,1.17,1.0,1.0,1.13,At-risk
FKAYSPH028,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,3.0,3.0,1.5,3.0,3.0,0.5,3.0,2.0,0.0,3.0,1.0,6.0,6.0,4.5,3.0,6.0,5.0,4.5,10.0,4.0,5.5,3.25,2.17,3.67,2.67,3.83,3.51,Average
FKAYSPH029,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,1.5,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,4.0,6.0,6.0,0.0,6.0,4.5,4.0,5.0,0.0,4.0,2.62,2.0,4.0,1.83,3.0,2.91,Below Average
FKAYSPH030,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,1.0,1.5,3.0,3.0,3.0,1.5,0.0,1.0,3.5,0.0,3.0,4.0,0.0,3.0,0.0,3.5,5.0,2.0,3.25,2.12,2.0,2.5,0.33,2.33,2.09,Below Average
FKAYSPH002,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,3.0,1.5,2.0,1.5,2.0,1.0,3.0,3.0,1.0,0.0,0.0,6.0,6.0,6.0,1.0,3.0,0.0,2.0,10.0,0.0,5.12,2.38,1.33,3.0,0.33,2.67,2.47,Below Average
FKAYSPH031,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,3.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,3.0,6.0,3.0,2.0,0.0,3.0,3.0,4.5,2.5,8.0,0.0,4.0,1.5,2.67,2.0,2.83,3.83,2.8,Below Average
FKAYSPH032,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.75,1.5,1.0,1.67,0.0,0.67,1.1,At-risk
FKAYSPH034,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,1.0,3.0,1.5,0.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,2.0,2.0,4.5,3.0,5.0,6.0,3.75,3.38,2.67,1.67,1.83,3.0,2.72,Below Average
FKAYSPH035,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,1.5,0.0,6.0,6.0,2.0,2.0,2.0,3.0,3.5,10.0,0.0,5.25,1.25,2.67,1.33,2.5,3.17,2.7,Below Average
FKAYSPH036,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.5,1.5,0.0,3.5,6.0,2.0,2.5,3.5,4.0,3.0,8.0,0.0,4.75,1.75,2.83,3.17,2.33,2.17,2.83,Below Average
FKAYSPH037,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.33,0.33,0.0,0.0,0.61,At-risk
FKAYSPH038,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,1.5,2.0,3.0,1.5,0.0,3.0,1.0,1.5,3.0,6.0,2.0,3.0,2.0,3.5,3.0,2.0,6.0,4.0,3.25,2.62,2.17,2.17,1.83,3.67,2.62,Below Average
FKAYSPH039,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,2.0,6.0,2.0,4.0,10.0,0.0,5.25,3.0,2.67,4.0,2.67,5.33,3.82,Average
FKAYSPH040,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,4.0,6.0,6.0,2.0,5.0,4.5,2.5,10.0,0.0,4.75,2.75,2.67,3.67,2.5,2.17,3.08,Average
FKAYSPH041,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,3.0,1.0,2.5,2.5,0.67,1.0,1.33,1.67,1.61,At-risk
FKAYSPH003,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,0.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,8.0,0.0,3.25,0.5,1.33,1.0,2.0,1.0,1.51,At-risk
FKAYSPH042,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,0.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,6.0,6.0,6.0,4.0,0.0,3.0,6.0,2.0,10.0,0.0,4.75,2.5,2.0,2.0,3.67,4.67,3.26,Average
FKAYSPH043,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,1.88,0.5,1.33,0.33,0.0,3.67,1.28,At-risk
FKAYSPH044,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,6.0,2.0,1.0,4.0,3.0,2.0,10.0,0.0,5.0,1.75,2.0,3.33,1.33,1.33,2.46,Below Average
FKAYSPH045,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,1.0,0.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,1.5,1.0,1.0,1.0,0.0,3.0,6.0,5.0,1.0,2.0,5.0,1.0,2.25,2.33,3.0,2.17,1.0,1.96,At-risk
FKAYSPH047,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,At-risk
FKAYSPH048,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,1.5,0.0,0.0,1.0,4.0,0.0,0.0,4.5,0.0,0.0,4.0,1.5,3.0,0.33,1.33,2.0,0.0,1.36,At-risk
FKAYSCS024,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.33,0.0,0.0,0.1,At-risk
FKAYSCS031,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,2.0,1.0,2.5,3.0,0.0,0.0,0.0,1.5,6.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.25,1.83,0.0,0.5,2.0,1.43,At-risk
FKAYSCS033,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,1.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0,3.0,1.0,4.0,0.0,2.0,1.0,2.67,1.0,1.0,1.33,1.5,At-risk
FKAYSCS035,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,6.0,6.0,5.0,6.0,0.0,6.0,3.0,5.0,4.0,1.0,3.5,3.25,2.0,3.0,2.33,5.67,3.29,Average
FKAYSPH004,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,1.5,6.0,6.0,6.0,3.5,2.0,3.0,4.5,6.0,10.0,0.0,5.5,2.38,2.67,2.83,3.0,6.0,3.73,Average
FKAYSPH005,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,1.5,2.0,1.5,3.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,4.0,0.0,3.38,1.38,2.33,1.0,1.33,1.67,1.85,At-risk
FKAYSPH006,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,1.5,3.0,2.0,3.0,3.0,0.5,0.0,3.0,0.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,6.0,2.0,5.0,6.0,3.12,3.5,1.83,1.67,3.0,2.33,2.58,Below Average
FKAYSPH007,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,3.0,0.0,3.0,3.0,3.0,1.5,3.0,1.5,0.0,6.0,5.0,3.0,5.0,6.0,6.0,2.0,10.0,0.0,5.0,1.5,3.67,3.5,3.5,2.67,3.31,Average
FKAYSPH008,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,0.0,3.0,1.5,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.5,1.0,0.0,0.0,1.0,0.62,0.67,1.0,1.5,0.67,0.91,At-risk
FKAYSPH009,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN101,Calculus,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,4.0,4.0,7.0,3.75,4.75,3.0,3.0,3.67,5.33,3.92,Average
FKAYSCH010,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,1.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,3.0,5.0,6.0,0.0,1.0,5.5,5.5,6.0,2.5,8.0,2.0,3.0,2.0,2.83,3.5,3.0,4.5,3.14,Average
FKAYSCH011,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,0.5,3.0,2.0,2.5,1.5,3.0,3.0,3.0,3.0,6.0,5.5,3.0,5.0,2.0,4.0,4.0,5.0,4.0,4.12,2.62,3.17,2.17,3.33,4.33,3.29,Average
FKAYSCH012,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,2.0,3.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,5.5,6.0,0.0,3.0,3.0,3.0,0.0,0.0,2.62,2.25,1.0,1.67,1.33,1.33,1.7,At-risk
FKAYSCH013,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,0.0,3.0,2.5,0.0,3.0,2.5,3.0,3.0,4.0,4.0,5.5,5.5,2.0,5.0,4.0,6.0,5.0,8.0,4.12,4.12,1.5,3.5,3.33,4.67,3.54,Average
FKAYSCH014,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,0.5,3.0,2.5,3.0,3.0,3.0,2.0,3.0,6.0,6.0,0.0,0.0,6.0,5.0,6.0,4.0,9.5,0.0,3.88,0.88,3.83,3.67,3.67,5.33,3.54,Average
FKAYSCH015,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,1.0,3.0,6.0,6.0,5.5,6.0,6.0,6.0,5.0,4.0,10.0,10.0,5.38,5.5,3.83,4.0,3.0,5.33,4.51,Excellent
FKAYSCH017,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,3.0,3.0,2.5,3.0,1.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,10.0,5.0,5.5,3.83,3.33,4.0,6.0,4.61,Excellent
FKAYSCH018,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,0.5,3.0,3.0,0.0,1.0,3.0,2.5,0.0,1.0,6.0,6.0,3.0,6.0,0.5,4.0,0.5,0.0,10.0,3.0,4.12,3.0,1.5,2.17,2.5,2.72,Below Average
FKAYSCH019,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,0.0,3.0,3.0,0.0,1.5,2.5,3.0,3.0,2.5,4.0,5.5,5.0,6.0,0.0,6.0,1.0,3.0,5.0,3.62,3.25,3.0,1.33,4.0,2.5,2.95,Below Average
FKAYSCH020,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,6.0,0.0,6.0,5.0,6.0,4.0,5.0,10.0,4.25,3.75,3.0,1.67,4.0,5.33,3.67,Average
FKAYAMAR03,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,2.0,0.0,2.0,1.0,2.5,3.0,3.0,2.5,1.0,6.0,6.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,7.0,1.25,2.25,2.83,2.33,2.5,4.0,2.53,Below Average
FKAYSCH021,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,1.5,3.0,3.0,2.0,2.0,3.0,2.5,3.0,1.0,6.0,0.0,6.0,5.5,6.0,2.0,4.0,8.0,0.0,3.5,2.62,3.5,3.67,2.5,3.67,3.24,Average
FKAYSCH022,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,2.0,3.0,2.5,2.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,5.0,10.0,4.25,3.75,3.5,4.0,4.0,6.0,4.25,Excellent
FKAYSCH023,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.25,0.5,0.0,1.67,1.0,2.33,1.29,At-risk
FKAYSCH024,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,1.5,3.0,3.0,0.0,1.5,1.5,2.5,3.0,3.0,6.0,2.0,6.0,3.0,5.0,5.0,3.0,6.0,8.0,5.0,4.62,3.5,2.17,3.0,3.0,4.67,3.49,Average
FKAYSCH025,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,2.0,2.0,2.5,3.0,2.5,2.5,3.0,2.0,2.0,3.5,6.0,6.0,0.0,6.0,0.0,4.0,6.0,10.0,7.0,5.25,2.88,3.83,1.83,2.67,5.17,3.61,Average
FKAYSCH027,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,5.5,5.5,4.0,4.0,4.0,6.0,4.83,Excellent
FKAYSCH028,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,0.0,2.5,2.0,0.0,1.0,1.5,2.0,3.0,1.0,1.0,5.0,4.5,4.0,1.0,2.0,0.0,0.0,2.0,2.75,2.25,2.0,1.17,2.33,0.67,1.86,At-risk
FKAYSCH029,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,2.0,2.5,3.0,3.0,2.0,3.0,2.0,2.0,6.0,6.0,5.0,3.0,6.0,6.0,6.0,4.0,9.5,7.0,5.12,3.62,4.0,3.67,3.33,5.33,4.18,Excellent
FKAYSCH030,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,1.0,2.5,2.0,2.0,0.0,2.0,0.0,3.0,3.0,5.0,0.0,2.0,0.0,1.0,2.0,0.0,3.5,0.0,2.38,1.38,1.33,1.0,1.67,2.67,1.74,At-risk
FKAYSCH032,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,10.0,0.0,5.5,2.5,4.0,3.0,4.0,6.0,4.17,Excellent
FKAYSCH001,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,0.5,2.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,6.0,0.0,0.0,6.0,5.0,4.0,0.0,0.0,4.0,1.5,1.62,3.67,3.33,3.0,2.0,2.52,Below Average
FKAYSCH034,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,0.0,2.5,0.0,0.0,0.0,0.0,0.5,0.0,6.0,1.0,5.5,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.88,1.12,0.0,0.0,0.83,2.33,1.19,At-risk
FKAYSCH035,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,1.0,3.0,3.0,0.0,2.0,3.0,1.5,3.0,3.0,5.0,0.0,6.0,5.5,5.0,4.0,4.0,9.0,10.0,3.75,5.0,2.83,3.33,2.83,4.0,3.62,Average
FKAYSCH036,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,0.0,4.5,2.75,4.0,3.33,3.67,5.33,3.93,Average
FKAYSCH037,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,0.0,4.5,6.0,5.0,4.0,5.0,0.0,10.0,1.5,4.75,4.0,3.67,3.33,5.67,3.82,Average
FKAYSCH038,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,6.0,6.0,6.0,4.0,5.5,6.0,6.0,0.0,0.0,10.0,2.25,4.25,3.83,3.0,4.0,4.0,3.56,Average
FKAYSCH039,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,3.0,5.0,2.0,6.0,4.0,6.0,6.0,2.0,0.5,5.0,5.0,4.25,2.75,3.67,3.33,1.67,2.5,3.03,Average
FKAYSCH040,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.33,0.18,At-risk
FKAYSCH041,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.5,3.0,3.0,4.0,6.0,0.0,3.0,6.0,0.0,1.0,0.0,5.0,2.0,2.75,1.75,2.0,0.5,2.33,3.33,2.11,Below Average
FKAYSCH042,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,6.0,2.0,2.0,2.0,4.0,0.0,5.0,1.5,3.5,1.0,1.33,1.0,2.33,1.78,At-risk
FKAYSCH043,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,0.88,0.0,0.67,0.0,0.33,0.44,At-risk
FKAYSCH002,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,0.5,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,2.0,5.5,4.0,5.0,1.0,10.0,0.0,5.25,1.12,3.17,3.33,3.67,3.67,3.37,Average
FKAYSCH044,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,0.5,2.5,3.0,3.0,1.5,3.0,3.0,3.0,1.0,6.0,5.5,3.0,3.0,1.0,3.0,6.0,5.0,6.0,4.12,3.0,3.0,1.83,3.0,4.33,3.21,Average
FKAYSCH045,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,5.0,5.0,1.0,0.0,1.0,0.0,0.0,5.0,2.25,3.75,0.67,0.0,0.33,2.5,1.58,At-risk
FKAYSCH046,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,10.0,0.0,5.5,3.0,4.0,3.0,4.0,4.33,3.97,Average
FKAYSCH047,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,3.0,5.5,4.0,6.0,0.0,10.0,3.0,5.25,2.67,2.83,3.33,5.33,3.73,Average
